source_data_row_1_based,query_id,reference_id,path_index,used_for_support,role,missing_order,reference_event,reference_onset_s,reference_offset_s,reference_pitch_semitones,mapped_onset_s,mapped_offset_s,mapped_pitch_semitones,pitch_from_first_matched_reference_semitones,preceding_matched_query_onset_s,following_matched_query_onset_s,interpretation
25,e08_query_a_merged,e08_distractor_4,0,True,maximum_candidate,0,1,0.29899999499320984,0.39100000262260437,7.4324846267700195,0.29899999499320984,0.39100000262260437,9.432560086250305,4.000150918960571,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
26,e08_query_a_merged,e08_distractor_4,0,True,maximum_candidate,1,2,0.46399998664855957,0.5559999942779541,11.43239688873291,0.46399998664855957,0.5559999942779541,13.432472348213196,8.000063180923462,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
27,e08_query_a_merged,e08_reference_a,0,True,true_source,0,1,0.29899999499320984,0.39100000262260437,11.43239688873291,0.29899999499320984,0.39100000262260437,11.43239688873291,6.000065803527832,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
28,e08_query_a_merged,e08_reference_a,0,True,true_source,1,2,0.46399998664855957,0.5559999942779541,3.4323337078094482,0.46399998664855957,0.5559999942779541,3.4323337078094482,-1.9999973773956299,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
29,e08_query_a_merged,e08_reference_b,0,True,maximum_candidate,0,1,0.29899999499320984,0.39100000262260437,3.4323337078094482,0.3815000057220459,0.519500025474665,3.4323337078094482,-1.9999973773956299,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
30,e08_query_a_merged,e08_reference_b,0,True,maximum_candidate,1,3,0.6290000081062317,0.7210000157356262,11.43239688873291,0.8765000551939037,1.014500074946523,11.43239688873291,6.000065803527832,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
45,e08_query_b_merged,e08_distractor_0,0,True,maximum_candidate,0,1,0.29899999499320984,0.39100000262260437,3.4323339462280273,0.3815000057220459,0.519500025474665,3.4323339462280273,-1.9999971389770508,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
46,e08_query_b_merged,e08_distractor_0,0,True,maximum_candidate,1,3,0.6290000081062317,0.7210000157356262,7.4324846267700195,0.8765000551939037,1.014500074946523,7.4324846267700195,2.0001535415649414,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
47,e08_query_b_merged,e08_distractor_1,0,True,maximum_candidate,0,0,0.1340000033378601,0.22599999606609344,7.432484149932861,-0.8559998273849703,-0.5799998824343683,7.432484149932861,2.000153064727783,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
48,e08_query_b_merged,e08_distractor_1,0,True,maximum_candidate,1,1,0.29899999499320984,0.39100000262260437,3.4323339462280273,-0.3609999120235551,-0.08499992236947485,3.4323339462280273,-1.9999971389770508,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
49,e08_query_b_merged,e08_distractor_2,0,True,maximum_candidate,0,0,0.1340000033378601,0.22599999606609344,3.4323339462280273,-0.11349997669458459,0.02450000824350279,3.4323339462280273,-1.9999971389770508,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
50,e08_query_b_merged,e08_distractor_2,0,True,maximum_candidate,1,2,0.46399998664855957,0.5559999942779541,7.4324846267700195,0.3814999833703048,0.5194999906601332,7.4324846267700195,2.0001535415649414,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
51,e08_query_b_merged,e08_distractor_3,0,True,maximum_candidate,0,0,0.1340000033378601,0.22599999606609344,3.4323339462280273,-0.3610000014305115,-0.0850000066287595,3.4323339462280273,-1.9999971389770508,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
52,e08_query_b_merged,e08_distractor_3,0,True,maximum_candidate,1,3,0.6290000081062317,0.7210000157356262,7.4324846267700195,1.1240001022815758,1.4000001417868142,7.4324846267700195,2.0001535415649414,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
53,e08_query_b_merged,e08_reference_a,0,True,maximum_candidate,0,2,0.46399998664855957,0.5559999942779541,3.4323337078094482,1.1240000128746033,1.4000000523798415,3.4323337078094482,-1.9999973773956299,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
54,e08_query_b_merged,e08_reference_a,0,True,maximum_candidate,1,3,0.6290000081062317,0.7210000157356262,7.4324846267700195,1.6190001070499473,1.8950001465551858,7.4324846267700195,2.0001535415649414,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
55,e08_query_b_merged,e08_reference_b,0,True,true_source,0,1,0.29899999499320984,0.39100000262260437,3.4323337078094482,0.29899999499320984,0.39100000262260437,3.4323337078094482,-1.9999973773956299,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
56,e08_query_b_merged,e08_reference_b,0,True,true_source,1,2,0.46399998664855957,0.5559999942779541,7.4324846267700195,0.46399998664855957,0.5559999942779541,7.4324846267700195,2.0001535415649414,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
71,e12_query_a_merged,e12_distractor_0,0,True,maximum_candidate,0,2,0.46399998664855957,0.5559999942779541,1.4743303060531616,1.1240000128746033,1.4000000523798415,1.4743295907974243,-7.999691605567932,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
72,e12_query_a_merged,e12_distractor_0,0,True,maximum_candidate,1,3,0.6290000081062317,0.7200000286102295,4.474023818969727,1.6190001070499473,1.8920001849983774,4.474023103713989,-4.999998092651367,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
73,e12_query_a_merged,e12_distractor_0,1,False,maximum_candidate,0,0,0.1340000033378601,0.22499999403953552,9.474021911621094,-0.11349997669458459,0.02300000524882101,11.97402024269104,3.00001859664917,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
74,e12_query_a_merged,e12_distractor_0,1,False,maximum_candidate,1,2,0.46399998664855957,0.5559999942779541,1.4743303060531616,0.3814999833703048,0.5194999906601332,3.974328637123108,-4.999673008918762,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
75,e12_query_a_merged,e12_distractor_2,0,True,maximum_candidate,0,2,0.46399998664855957,0.5550000071525574,6.474001884460449,1.1240000128746033,1.3970000908230336,11.473836660385132,1.9999780654907227,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
76,e12_query_a_merged,e12_distractor_2,0,True,maximum_candidate,1,3,0.6290000081062317,0.7200000286102295,9.474021911621094,1.6190001070499473,1.8920001849983774,14.473856687545776,4.999998092651367,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
77,e12_query_a_merged,e12_distractor_3,0,True,maximum_candidate,0,0,0.1340000033378601,0.22499999403953552,4.474023818969727,-0.8559998273849703,-0.5829998881528011,4.474023818969727,-4.999998092651367,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
78,e12_query_a_merged,e12_distractor_3,0,True,maximum_candidate,1,1,0.29899999499320984,0.39100000262260437,1.4743304252624512,-0.3609999120235551,-0.08499992236947485,1.4743304252624512,-7.999691486358643,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
79,e12_query_a_merged,e12_distractor_3,1,False,maximum_candidate,0,2,0.46399998664855957,0.5550000071525574,9.474021911621094,1.1240000128746033,1.3970000908230336,14.473856687545776,4.999998092651367,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
80,e12_query_a_merged,e12_distractor_3,1,False,maximum_candidate,1,3,0.6290000081062317,0.7200000286102295,6.474001884460449,1.6190001070499473,1.8920001849983774,11.473836660385132,1.9999780654907227,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
81,e12_query_a_merged,e12_distractor_4,0,True,maximum_candidate,0,1,0.29899999499320984,0.39100000262260437,1.4743304252624512,0.3815000057220459,0.519500025474665,1.474330186843872,-7.999691486358643,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
82,e12_query_a_merged,e12_distractor_4,0,True,maximum_candidate,1,3,0.6290000081062317,0.7200000286102295,4.474023818969727,0.8765000551939037,1.0130000941681188,4.4740235805511475,-4.999998092651367,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
83,e12_query_a_merged,e12_distractor_4,1,False,maximum_candidate,0,0,0.1340000033378601,0.22499999403953552,9.474021911621094,-0.8559998273849703,-0.5829998881528011,11.974020719528198,3.0000195503234863,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
84,e12_query_a_merged,e12_distractor_4,1,False,maximum_candidate,1,1,0.29899999499320984,0.39100000262260437,1.4743304252624512,-0.3609999120235551,-0.08499992236947485,3.9743292331695557,-4.999671936035156,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
85,e12_query_a_merged,e12_reference_a,0,True,true_source,0,1,0.29899999499320984,0.38999998569488525,4.474023818969727,0.29899999499320984,0.38999998569488525,4.474023818969727,-4.999998092651367,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
86,e12_query_a_merged,e12_reference_a,0,True,true_source,1,2,0.46399998664855957,0.5559999942779541,1.4743304252624512,0.46399998664855957,0.5559999942779541,1.4743304252624512,-7.999691486358643,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
87,e12_query_a_merged,e12_reference_a,1,False,true_source,0,0,0.1340000033378601,0.22499999403953552,9.474021911621094,-0.3610000014305115,-0.08800001288905368,14.473856687545776,4.999998092651367,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
88,e12_query_a_merged,e12_reference_a,1,False,true_source,1,3,0.6290000081062317,0.7200000286102295,6.474001884460449,1.1240001022815758,1.3970001802300058,11.473836660385132,1.9999780654907227,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
89,e12_query_a_merged,e12_reference_b,0,True,maximum_candidate,0,0,0.1340000033378601,0.22499999403953552,4.474023818969727,-0.11349997669458459,0.02300000524882101,4.474023818969727,-4.999998092651367,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
90,e12_query_a_merged,e12_reference_b,0,True,maximum_candidate,1,2,0.46399998664855957,0.5559999942779541,1.4743304252624512,0.3814999833703048,0.5194999906601332,1.4743304252624512,-7.999691486358643,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
91,e12_query_a_merged,e12_reference_b,1,False,maximum_candidate,0,1,0.29899999499320984,0.38999998569488525,9.474021911621094,0.3815000057220459,0.5179999999927748,14.473856687545776,4.999998092651367,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
92,e12_query_a_merged,e12_reference_b,1,False,maximum_candidate,1,3,0.6290000081062317,0.7200000286102295,6.474001884460449,0.8765000551939037,1.0130000941681188,11.473836660385132,1.9999780654907227,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
93,e12_query_b_merged,e12_distractor_2,0,True,maximum_candidate,0,1,0.29899999499320984,0.39100000262260437,1.4743304252624512,0.3815000057220459,0.519500025474665,1.4743304252624512,-2.9996933937072754,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
94,e12_query_b_merged,e12_distractor_2,0,True,maximum_candidate,1,3,0.6290000081062317,0.7200000286102295,9.474021911621094,0.8765000551939037,1.0130000941681188,9.474021911621094,4.999998092651367,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
95,e12_query_b_merged,e12_distractor_2,1,False,maximum_candidate,0,0,0.1340000033378601,0.22499999403953552,4.474023818969727,-0.8559998273849703,-0.5829998881528011,1.974024772644043,-1.9999780654907227,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
96,e12_query_b_merged,e12_distractor_2,1,False,maximum_candidate,1,1,0.29899999499320984,0.39100000262260437,1.4743304252624512,-0.3609999120235551,-0.08499992236947485,-1.0256686210632324,-4.999671459197998,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
97,e12_query_b_merged,e12_distractor_3,0,True,maximum_candidate,0,1,0.29899999499320984,0.39100000262260437,1.4743304252624512,0.29899999499320984,0.39100000262260437,1.4743304252624512,-2.9996933937072754,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
98,e12_query_b_merged,e12_distractor_3,0,True,maximum_candidate,1,2,0.46399998664855957,0.5550000071525574,9.474021911621094,0.46399998664855957,0.5550000071525574,9.474021911621094,4.999998092651367,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
99,e12_query_b_merged,e12_reference_a,0,True,maximum_candidate,0,0,0.1340000033378601,0.22499999403953552,9.474021911621094,-0.11349997669458459,0.02300000524882101,9.474021911621094,4.999998092651367,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
100,e12_query_b_merged,e12_reference_a,0,True,maximum_candidate,1,2,0.46399998664855957,0.5559999942779541,1.4743304252624512,0.3814999833703048,0.5194999906601332,1.4743304252624512,-2.9996933937072754,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
101,e12_query_b_merged,e12_reference_b,0,True,true_source,0,1,0.29899999499320984,0.38999998569488525,9.474021911621094,0.29899999499320984,0.38999998569488525,9.474021911621094,4.999998092651367,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
102,e12_query_b_merged,e12_reference_b,0,True,true_source,1,2,0.46399998664855957,0.5559999942779541,1.4743304252624512,0.46399998664855957,0.5559999942779541,1.4743304252624512,-2.9996933937072754,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
103,e14_query_a_merged,e14_distractor_0,0,True,maximum_candidate,0,3,0.6290000081062317,0.7210000157356262,10.746671676635742,0.6290000081062317,0.7210000157356262,10.746671676635742,8.000120878219604,0.46399998664855957,0.9580000042915344,expected location/pitch under saved alignment; not a query observation or proven cause
104,e14_query_a_merged,e14_distractor_0,0,True,maximum_candidate,1,4,0.7929999828338623,0.8859999775886536,-0.25434035062789917,0.7929999828338623,0.8859999775886536,-0.25434035062789917,-3.000891149044037,0.46399998664855957,0.9580000042915344,expected location/pitch under saved alignment; not a query observation or proven cause
105,e14_query_a_merged,e14_reference_a,0,True,true_source,0,3,0.628000020980835,0.7210000157356262,-0.2543410360813141,0.628000020980835,0.7210000157356262,-0.2543410360813141,-3.000891834497452,0.46399998664855957,0.9580000042915344,expected location/pitch under saved alignment; not a query observation or proven cause
106,e14_query_a_merged,e14_reference_a,0,True,true_source,1,4,0.7940000295639038,0.8859999775886536,10.746671676635742,0.7940000295639038,0.8859999775886536,10.746671676635742,8.000120878219604,0.46399998664855957,0.9580000042915344,expected location/pitch under saved alignment; not a query observation or proven cause
131,e16_query_a_merged,e16_distractor_3,0,True,maximum_candidate,0,0,0.1340000033378601,0.22599999606609344,11.540648460388184,-0.8559998273849703,-0.5799998824343683,11.540648460388184,2.999974250793457,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
132,e16_query_a_merged,e16_distractor_3,0,True,maximum_candidate,1,1,0.2980000078678131,0.39100000262260437,6.540684700012207,-0.36399987303850967,-0.08499992236947485,6.540684700012207,-1.9999895095825195,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
133,e16_query_a_merged,e16_distractor_3,1,False,maximum_candidate,0,0,0.1340000033378601,0.22599999606609344,11.540648460388184,-0.35503622197131673,-0.08069885654722175,13.04068660736084,4.999963760375977,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
134,e16_query_a_merged,e16_distractor_3,1,False,maximum_candidate,1,3,0.6290000081062317,0.7200000286102295,9.54076099395752,1.1210182120133891,1.3923737321420784,11.040799140930176,3.0000762939453125,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
135,e16_query_a_merged,e16_distractor_5,0,True,maximum_candidate,0,2,0.46399998664855957,0.5559999942779541,11.540648460388184,1.1240000128746033,1.4000000523798415,11.540648460388184,2.999974250793457,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
136,e16_query_a_merged,e16_distractor_5,0,True,maximum_candidate,1,3,0.628000020980835,0.7210000157356262,6.540684700012207,1.6160001454931394,1.8950001465551858,6.540684700012207,-1.9999895095825195,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
137,e16_query_a_merged,e16_distractor_5,1,False,maximum_candidate,0,0,0.1340000033378601,0.22499999403953552,8.540674209594727,-0.3610000014305115,-0.08800001288905368,7.040687084197998,-1.000086784362793,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
138,e16_query_a_merged,e16_distractor_5,1,False,maximum_candidate,1,3,0.628000020980835,0.7210000157356262,6.540684700012207,1.1210001407247678,1.4000001417868142,5.0406975746154785,-3.0000762939453125,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
139,e16_query_a_merged,e16_reference_a,0,True,true_source,0,1,0.2980000078678131,0.39100000262260437,6.540684700012207,0.2980000078678131,0.39100000262260437,6.540684700012207,-1.9999895095825195,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
140,e16_query_a_merged,e16_reference_a,0,True,true_source,1,2,0.46399998664855957,0.5559999942779541,11.540648460388184,0.46399998664855957,0.5559999942779541,11.540648460388184,2.999974250793457,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
141,e16_query_a_merged,e16_reference_b,0,True,maximum_candidate,0,0,0.13300000131130219,0.22599999606609344,6.540684700012207,-0.858999833103403,-0.5799998824343683,6.540684700012207,-1.9999895095825195,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
142,e16_query_a_merged,e16_reference_b,0,True,maximum_candidate,1,1,0.29899999499320984,0.39100000262260437,11.540648460388184,-0.3609999120235551,-0.08499992236947485,11.540648460388184,2.999974250793457,,0.1340000033378601,expected location/pitch under saved alignment; not a query observation or proven cause
143,e16_query_a_merged,e16_reference_b,1,False,maximum_candidate,0,1,0.29899999499320984,0.39100000262260437,11.540648460388184,0.3822477414166717,0.5198308418172339,13.04068660736084,4.999963760375977,0.1340000033378601,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
144,e16_query_a_merged,e16_reference_b,1,False,maximum_candidate,1,3,0.6290000081062317,0.7200000286102295,9.54076099395752,0.8757523193642219,1.0118399706597476,11.040799140930176,3.0000762939453125,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
153,e16_query_b_merged,e16_distractor_2,0,True,maximum_candidate,0,0,0.1340000033378601,0.22499999403953552,9.54076099395752,-0.858999833103403,-0.5854483777301176,7.540822505950928,1.000086784362793,,0.13300000131130219,expected location/pitch under saved alignment; not a query observation or proven cause
154,e16_query_b_merged,e16_distractor_2,0,True,maximum_candidate,1,1,0.2980000078678131,0.39100000262260437,6.540684700012207,-0.36600593745053156,-0.08644234938070694,4.540746212005615,-1.9999895095825195,,0.13300000131130219,expected location/pitch under saved alignment; not a query observation or proven cause
155,e16_query_b_merged,e16_distractor_2,1,False,maximum_candidate,0,0,0.1340000033378601,0.22499999403953552,9.54076099395752,-0.3570241779608211,-0.08512055280442654,10.040804386138916,3.0000762939453125,,0.13300000131130219,expected location/pitch under saved alignment; not a query observation or proven cause
156,e16_query_b_merged,e16_distractor_2,1,False,maximum_candidate,1,3,0.6290000081062317,0.7210000157356262,11.540648460388184,1.1220121901876738,1.3969038181533868,12.04069185256958,4.999963760375977,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
157,e16_query_b_merged,e16_distractor_2,2,False,maximum_candidate,0,1,0.2980000078678131,0.39100000262260437,6.540684700012207,0.2973313196499534,0.39051919356096443,4.040702819824219,-3.0000762939453125,0.13300000131130219,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
158,e16_query_b_merged,e16_distractor_2,2,False,maximum_candidate,1,2,0.46399998664855957,0.5550000071525574,8.540674209594727,0.463666652599569,0.5548505118996157,6.040692329406738,-1.000086784362793,0.13300000131130219,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
159,e16_query_b_merged,e16_distractor_3,0,True,maximum_candidate,0,0,0.1340000033378601,0.22599999606609344,11.540648460388184,-0.11275227452746892,0.025108743555517676,11.540648460388184,4.999963760375977,,0.13300000131130219,expected location/pitch under saved alignment; not a query observation or proven cause
160,e16_query_b_merged,e16_distractor_3,0,True,maximum_candidate,1,2,0.46399998664855957,0.5550000071525574,8.540674209594727,0.3817492174560211,0.5181117877152667,8.540674209594727,1.9999895095825195,0.13300000131130219,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
161,e16_query_b_merged,e16_distractor_3,1,False,maximum_candidate,0,0,0.1340000033378601,0.22599999606609344,11.540648460388184,-0.3570241779608211,-0.08213259451906563,12.04069185256958,4.999963760375977,,0.13300000131130219,expected location/pitch under saved alignment; not a query observation or proven cause
162,e16_query_b_merged,e16_distractor_3,1,False,maximum_candidate,1,3,0.6290000081062317,0.7200000286102295,9.54076099395752,1.1220121901876738,1.3939159043919838,10.040804386138916,3.0000762939453125,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
163,e16_query_b_merged,e16_distractor_5,0,True,maximum_candidate,0,1,0.29899999499320984,0.38999998569488525,9.54076099395752,0.38100000470876694,0.5177757570998613,7.540822505950928,1.000086784362793,0.13300000131130219,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
164,e16_query_b_merged,e16_distractor_5,0,True,maximum_candidate,1,3,0.628000020980835,0.7210000157356262,6.540684700012207,0.8754970452487784,1.0152788645310986,4.540746212005615,-1.9999895095825195,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
165,e16_query_b_merged,e16_distractor_5,1,False,maximum_candidate,0,0,0.1340000033378601,0.22499999403953552,8.540674209594727,-0.3630000054836274,-0.0894485007014385,6.040692329406738,-1.000086784362793,,0.13300000131130219,expected location/pitch under saved alignment; not a query observation or proven cause
166,e16_query_b_merged,e16_distractor_5,1,False,maximum_candidate,1,3,0.628000020980835,0.7210000157356262,6.540684700012207,1.121994082391325,1.4015577209559653,4.040702819824219,-3.0000762939453125,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
167,e16_query_b_merged,e16_reference_a,0,True,maximum_candidate,0,0,0.1340000033378601,0.22499999403953552,8.540674209594727,-0.11275227452746892,0.02361025107331105,8.540674209594727,1.9999895095825195,,0.13300000131130219,expected location/pitch under saved alignment; not a query observation or proven cause
168,e16_query_b_merged,e16_reference_a,0,True,maximum_candidate,1,2,0.46399998664855957,0.5559999942779541,11.540648460388184,0.3817492174560211,0.5196102578682406,11.540648460388184,4.999963760375977,0.13300000131130219,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
169,e16_query_b_merged,e16_reference_a,1,False,maximum_candidate,0,1,0.2980000078678131,0.39100000262260437,6.540684700012207,0.3794969936600523,0.5192788129423725,4.540746212005615,-1.9999895095825195,0.13300000131130219,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
170,e16_query_b_merged,e16_reference_a,1,False,maximum_candidate,1,3,0.6290000081062317,0.7200000286102295,9.54076099395752,0.877000056297493,1.013775853482384,7.540822505950928,1.000086784362793,0.6290000081062317,,expected location/pitch under saved alignment; not a query observation or proven cause
171,e16_query_b_merged,e16_reference_b,0,True,true_source,0,1,0.29899999499320984,0.39100000262260437,11.540648460388184,0.29899999499320984,0.39100000262260437,11.540648460388184,4.999963760375977,0.13300000131130219,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
172,e16_query_b_merged,e16_reference_b,0,True,true_source,1,2,0.46399998664855957,0.5550000071525574,8.540674209594727,0.46399998664855957,0.5550000071525574,8.540674209594727,1.9999895095825195,0.13300000131130219,0.6290000081062317,expected location/pitch under saved alignment; not a query observation or proven cause
