id,group_id,split,role,family,audio_sha256
e00_query_a_delete_detune,e00,fit,query,delete_detune,e5f9145f4cdd7a411a31789bb63759758715fe114ee516e0b7e9d2bdd4251ab5
e00_query_b_exact,e00,fit,query,exact,8d331183e46d0f0ba33177b0155b11e46d813cbf62fd03818217138d8d8144e0
e00_query_b_transpose,e00,fit,query,transpose,ee385e3962ca3166326cd1c5a7c266cc2648402f3d99c17c6f5c54c20c155bec
e00_query_b_detune,e00,fit,query,detune,afabbab973a2d198b3ffc667847d56d8194f597bdf9669c2a4805e81de0ccd41
e00_query_b_timing,e00,fit,query,timing,24f74f8a0b48534f2fa5bd9d99e41d6a3a83b62434d169d26d83b7ca48fa771f
e00_query_b_delete_rest,e00,fit,query,delete_rest,3ad8c55c57a7fed71dc75dfa2cf137b048ccc19abc6fea66c3af87273e7965ec
e00_query_b_delete_closed,e00,fit,query,delete_closed,106e500f877c91be0a280296e448d91b6675fd092d6dc05a7a35292d2ebda401
e00_query_b_delete_two,e00,fit,query,delete_two,275fe4c65db129fff28c2b735d1631d9b6515c662435e22276a8ca4d2ee559db
e00_query_b_substitute,e00,fit,query,substitute,43d42decbe2d22d6d276590908361f26bfb7165dcd9fce5682b5b93a3cd748a1
e00_query_b_insert,e00,fit,query,insert,614e3e078d9cbe4c661779ba38cc4fb2b0366d13c3f43588f5024b41b1761fcc
e00_query_b_delete_insert,e00,fit,query,delete_insert,0733d79e8a33152bf265b2867e86835ca47659003fae64c9f433d45b58da47f8
e00_query_b_weak_present,e00,fit,query,weak_present,b280aaf33d14e9338a6b54362c5196cdd63d2e96a97508278f1655ae6f869011
e00_query_b_mask_present,e00,fit,query,mask_present,c3060e68a182b441cd78836fb27dec5e9633d81ed8af218edabb4f09ef286622
e00_query_b_mask_absent,e00,fit,query,mask_absent,aaa4aef7c588ee097e234e479ced690974d5f2f8bfaadf79a4b4299328aa7f72
e00_query_b_merged,e00,fit,query,merged,b79270b92e0ac7e962d6480f69eb121be4018a0addc92d8cb0b635291baa576a
e00_query_b_legitimate_rest,e00,fit,query,legitimate_rest,005007a3de888811b4532f1cacda37e59ab0f10834febb5821bf0a183f8f604b
e00_query_b_delete_transpose,e00,fit,query,delete_transpose,d9bb754fa2f4ec5c22e4e2dedfbd629e00e678b845c11f44c5a6c59c04e957a6
e00_query_b_delete_timing,e00,fit,query,delete_timing,52039f8521433c97c6abb650f7614d40a4fada54f8034d33d1d1b72928b88c9b
e00_query_b_delete_detune,e00,fit,query,delete_detune,8116de7915e4f474d61a89e6e291238eedf1f873fc23374e943ebbf9e56b0162
e01_reference_a,e01,fit,reference,base,3fc347f280ce8dbdcde14563c8fb2195851795c0a6e8add3f10355ca154bae7f
e01_reference_b,e01,fit,reference,base,61307b3eddb4e85b7cdd7866da2b3beee7c5bf1289fa3023338aac19733ffc5a
e01_distractor_0,e01,fit,distractor,base,42eb7422462494fe53ded322d0550ee7392cfa3e1debdcd83c3bcfe7969cc5c5
e01_distractor_1,e01,fit,distractor,base,6d502780a9b4dbeae2b1aceb4f17d3f3f0181c16caa496b4f2d4ce7850605538
e01_distractor_2,e01,fit,distractor,base,ef077958c91de058b3047a052c53fcb61087937afe71ba6581d35993225ca7be
e01_distractor_3,e01,fit,distractor,base,b08ffaea444c5183c026a1b862574bfd7c0deb470497285f13ca04e0b43a2528
e01_distractor_4,e01,fit,distractor,base,f4f408adaa6ae12a19589ef7b2643757777f7091c3c66ea072c46fa6baa49084
e01_distractor_5,e01,fit,distractor,base,a202f0395b90d0d5742de4285a425e226f859590dfcc3d91c6eb709b99332862
e01_distractor_6,e01,fit,distractor,base,e192e4c761dab4c0da1180cde2da0697bc8c5d68c8e960bdea1b7d23b1eef913
e01_distractor_7,e01,fit,distractor,base,a7ebfd1b736512f07b6a143568d6688cca8dc3a6711c5a9a871726320db30122
e01_twin_a,e01,fit,twin,base,e2bec7d2605802b692d0966dc90a3b7dcaeffa7462b6f44b0f06b3db164c54f5
e01_query_a_exact,e01,fit,query,exact,3fc347f280ce8dbdcde14563c8fb2195851795c0a6e8add3f10355ca154bae7f
e01_query_a_transpose,e01,fit,query,transpose,30c491f031a616c8846518cc48a59ce525613026dc6035134042feb65269e627
e01_query_a_detune,e01,fit,query,detune,f6019ef997ee140b8d7394bb403490b79a4698e0f53f160a2a95c2e5d6851e6a
e01_query_a_timing,e01,fit,query,timing,d1b506935942bf020a500b44744317fc7499b4f74b395a5ac6eaa47a222a6673
e01_query_a_delete_rest,e01,fit,query,delete_rest,8cd3e2546865571a7451f065da26a54f40d7162820c41538979a777e78080571
e01_query_a_delete_closed,e01,fit,query,delete_closed,1b483338064199678f02314557f8d4cbe09ba4b960bd0e1ee334d65619127758
e01_query_a_delete_two,e01,fit,query,delete_two,8e3282c440dda2e3e09c745bb63a4a7cafaa5ed6a96953a0919a96de9feb5836
e01_query_a_substitute,e01,fit,query,substitute,c9aa3aed9f8bc69344532fcca3e9d405ac995dcaf5b118df8e4146c80e20613d
e01_query_a_insert,e01,fit,query,insert,c7ff717e3a10e0730b0ec6b1a163f12ee9ac692415999c0f209112abec895ae5
e01_query_a_delete_insert,e01,fit,query,delete_insert,a6b2f7f31f8611375274543c1f85da66abfcba4d2a000100cb54bb263cfa3c72
e01_query_a_weak_present,e01,fit,query,weak_present,da242dbf720b5faf424e2cd7f083766a5c566f8dc7f9a0368a89b8b3a23b8569
e01_query_a_mask_present,e01,fit,query,mask_present,0104a7978a5cf4482fbdf29137ae0e526c662db758828d1343ce620e3c0bf743
e01_query_a_mask_absent,e01,fit,query,mask_absent,27d0a6062be233ba01b78ad6bbea980cf16156e297dc1667255eda13c59e5e3f
e01_query_a_merged,e01,fit,query,merged,991bf784362ce91f8cdba6297a04301f28710bee8d412f5e9ef7723ea51e6a02
e01_query_a_legitimate_rest,e01,fit,query,legitimate_rest,81ed283200a56b0c513d6516e8de9f9a0faf9787f8a79a5b86b25a19b409469b
e01_query_a_delete_transpose,e01,fit,query,delete_transpose,8f6b624557fe04830166f603a497a8ea9c5eb626ec3fe7bd8bba5b4e90c580e9
e01_query_a_delete_timing,e01,fit,query,delete_timing,619194e455c7065d77b5040c7b67f7d6300df3c2826c003bacb64d5b91797597
e01_query_a_delete_detune,e01,fit,query,delete_detune,7aeaa0c8a3ac3347050fab698b0807c66537103d227efa9e3b0c51bbc1104780
e01_query_b_exact,e01,fit,query,exact,61307b3eddb4e85b7cdd7866da2b3beee7c5bf1289fa3023338aac19733ffc5a
e01_query_b_transpose,e01,fit,query,transpose,192ce2a7799bbd2b3cbed4d4e808b87f436fd5c8f30e2bbb4e7dc56209511c7e
e01_query_b_detune,e01,fit,query,detune,6da9900483764d15bf0ca6f7f996a06cb81594f98acdee24cf98ab97c2cef40a
e01_query_b_timing,e01,fit,query,timing,36821e214ab0e5cebdad459cab1049fc62b47c6d11d073ba738ac618eb96dc77
e01_query_b_delete_rest,e01,fit,query,delete_rest,da652541b827b86ef92998daa4f9d625890feac089b6f324979b8f9c412303a5
e01_query_b_delete_closed,e01,fit,query,delete_closed,b58ba0e16966a2383bdb5ce100ba95bc263cf3d1aa066a1b667a2071b49799bf
e01_query_b_delete_two,e01,fit,query,delete_two,e5a44f2b4cd4e9f4efc2bf0e5ee80def89380b3df3d09488e298e724963c9d08
e01_query_b_substitute,e01,fit,query,substitute,b87dda933ac8e4c8c46e3c091ac2f314448badf2a365af1e71aa4f873029db4e
e01_query_b_insert,e01,fit,query,insert,159bacf9c2ae48bda9c4cfdf5d5126771c87fd501728542a1a96924102f1da16
e01_query_b_delete_insert,e01,fit,query,delete_insert,fecb98cb4ae2074f79244e5b334e9fbac299c6735bbc080908132a324663b8d5
e01_query_b_weak_present,e01,fit,query,weak_present,d7566c85df08130237543b0e6e40c8948392b11352e9d30b94f24cb9ea29cea4
e01_query_b_mask_present,e01,fit,query,mask_present,05285191ee65abeec6d3b3fcabf92023201c71344819fcf353ead1d4a0c8f84c
e01_query_b_mask_absent,e01,fit,query,mask_absent,9b058d4d5379134bf209685656423937979f4057e6460d40336258ce4adaa5b5
e01_query_b_merged,e01,fit,query,merged,bfbca8449d0f7a3809e642ef554ce79d64865035740aa9d7a0dbc61049e6b265
e01_query_b_legitimate_rest,e01,fit,query,legitimate_rest,0d2e33053e4a7670652136adaad037edf0b6e1089bf09cf1e748275d556a9325
e01_query_b_delete_transpose,e01,fit,query,delete_transpose,a3deb479d7037dc28b005b02404a6b3e99c81a8dd8bee36b436c4dcadbed6bea
e01_query_b_delete_timing,e01,fit,query,delete_timing,2101bbc54c8fd93922bb9cc5c3755ef69d5e5db1ee45a5e0f6316e39af4c799a
e01_query_b_delete_detune,e01,fit,query,delete_detune,cdf863a7f9d2bacebace32ae5a80c00fd1be446d6953e1597b03e23520470c43
e02_reference_a,e02,fit,reference,base,34fcba2edd9813ca6fad70dc503c92d4b798af7c2372d01612352016ef1e390a
e02_reference_b,e02,fit,reference,base,d18f29d16d0cc73f6706ee34ce702ad6d9c39b9e9c12651732263af65743f4d5
e02_distractor_0,e02,fit,distractor,base,fb2d5f4446e9178e554d90755e2625901dd53272a77620c8f3f45d8f5e65b025
e02_distractor_1,e02,fit,distractor,base,d6d5f1ef850129f0cc602408d84e16658fae22547e1cf51fa20622bd7b377522
e02_distractor_2,e02,fit,distractor,base,81fe36bbbac202c050afbab0635c82377e80b579c45620a75408a8d58bc03330
e02_distractor_3,e02,fit,distractor,base,7e02bbcf1c573292e029e557ca5e4111f71e62524e0a93cd1f4e83b7bcba1e8e
e02_distractor_4,e02,fit,distractor,base,25ba1cb81738af9ae7cfc319714bedbeb88073e20b656e7781b468575349fe07
e02_distractor_5,e02,fit,distractor,base,eccdeea54f64862864e816d019d3ffee42714e0701fdfc3101b0f64f3cde6d06
e02_distractor_6,e02,fit,distractor,base,30bc4f68b404ead1ac439ca569a25c5009416d6c1bceaed1a2c4304fffa07d1b
e02_distractor_7,e02,fit,distractor,base,0352188796886c908d35fa1745c085a3fe86087d27ba2e1038132e68814c5c20
e02_twin_a,e02,fit,twin,base,eee1e3d95e21dddc85b7e21d29da0aec4d77c3c5fbd32222a5332cfc5c1453bd
e02_query_a_exact,e02,fit,query,exact,34fcba2edd9813ca6fad70dc503c92d4b798af7c2372d01612352016ef1e390a
e02_query_a_transpose,e02,fit,query,transpose,97b8a92e09c1530b8f686901c6f4a544fafdd4108e8eec43656775c10aa4e982
e02_query_a_detune,e02,fit,query,detune,b3c5b6dae902a0a7344f624dd52df5028a22fd6d7973f42534576545e877e015
e02_query_a_timing,e02,fit,query,timing,f26273393612c88dcab497117778560b07a993cbf3e418006359c43052aefaaa
e02_query_a_delete_rest,e02,fit,query,delete_rest,32f66a2b1129cd524f76bd628de1099162c0dfb4aa8cdd185941a4fef7608aaf
e02_query_a_delete_closed,e02,fit,query,delete_closed,6d44baf12a62998975cbc512dbf0c182cc595b14a7fe7c7ca64e08b8c6016827
e02_query_a_delete_two,e02,fit,query,delete_two,b7d95f37a0c29bed21da72be24165db7f559d3a287db3f6a6d1d416f0c7d062d
e02_query_a_substitute,e02,fit,query,substitute,0a1b4c10cdfbadd16dc54304eed5c796426fedb792cd5e15c1f1af7558b7f352
e02_query_a_insert,e02,fit,query,insert,11e77f4ec419059f59c7b97a835cec6c7b7b54723294a351f540346069374c2a
e02_query_a_delete_insert,e02,fit,query,delete_insert,3520a0bdcaf8c3ab30f34914f95d8ea3463093796abb9d634e62db9d0d75102e
e02_query_a_weak_present,e02,fit,query,weak_present,485ec67aedea3e7e8c0319aeffa26859373dd7be41956fe1ebe8b4d723145be7
e02_query_a_mask_present,e02,fit,query,mask_present,bb8536187fbb8c862ba675655cfd030bcbfbd0b880de379e80f61e2fd979504f
e02_query_a_mask_absent,e02,fit,query,mask_absent,a641fc0e9fdf421ed478d2efd5a007c1a3f7ff376693e6118d14f4626de2ece4
e02_query_a_merged,e02,fit,query,merged,1a27bcc348f0968f62ed7b492354f88137e4a8c762a07a099bea5eacbc47ec32
e02_query_a_legitimate_rest,e02,fit,query,legitimate_rest,1498b5e0478af2990110e5313084c366e5f7e63c98b8499d18a11d1d1260fcc0
e02_query_a_delete_transpose,e02,fit,query,delete_transpose,b68163265781eccb028b0bc10ce6ab911a3a1135cc77330b4a9ece30d7d16c10
e02_query_a_delete_timing,e02,fit,query,delete_timing,fb16e2e78293d4ac18815b9d0db547eb30c49755d7b310f69c0a5171a440f1c5
e02_query_a_delete_detune,e02,fit,query,delete_detune,07eef6eb5f81fbce52769f6f50dbac4f65c57d7f18b764f339dadd8d2561e00c
e02_query_b_exact,e02,fit,query,exact,d18f29d16d0cc73f6706ee34ce702ad6d9c39b9e9c12651732263af65743f4d5
e02_query_b_transpose,e02,fit,query,transpose,95255b240e7de37eacfef9642be3590577170f7c6887f2ee2bd1de03207f7b55
e02_query_b_detune,e02,fit,query,detune,b00f862385de8139824a275d21fa7b35875b2394dfe2bb3b914e90608457aafd
e02_query_b_timing,e02,fit,query,timing,a064cc3e827e7032714e9d7d61eb6bd01f9f73385d8c56a4b31cb7cf53e5a940
e02_query_b_delete_rest,e02,fit,query,delete_rest,8b1c03a1783601827c59e1473d374ef84522b4c984ce6b5edcdcbf9e0bb690f4
e02_query_b_delete_closed,e02,fit,query,delete_closed,3cf24ba2e3b4b75fbc3d94cfcb49b30ed60cfb5b8f3bdaf0a675fd7e6ef60841
e02_query_b_delete_two,e02,fit,query,delete_two,9d60998d26813d5da3339500fee9932bd40c8730368cd463b4bb6d5234f4d611
e02_query_b_substitute,e02,fit,query,substitute,45c25999c92795d7ace879f62f5cb7a3bab1693fe70b70076dd030f3d37b68a0
e02_query_b_insert,e02,fit,query,insert,339501b7e0f153193e0e8c0f7d808e5e60151311f045780fa9938e8fc217e6a1
e02_query_b_delete_insert,e02,fit,query,delete_insert,e540c914d5131eec6e51f724ad2ef3ee930b4ad7240105a73b780796e0b82578
e02_query_b_weak_present,e02,fit,query,weak_present,b78838f0fa72ef69975e91273a980ef2881141ea43b4841991362796bb645f7b
e02_query_b_mask_present,e02,fit,query,mask_present,156b7e8728e418b9f91592178bb6f6f44df1bb0c894edba1fc4199a9c9159578
e02_query_b_mask_absent,e02,fit,query,mask_absent,79c06a12c5e91a7fa87bbfe0fa50c69cd7c481f1f58afccfec7460c85b242a79
e02_query_b_merged,e02,fit,query,merged,0c119c391808728ba4034060ab6827836ce25b1a34ef3af4a7aaa901856d4880
e02_query_b_legitimate_rest,e02,fit,query,legitimate_rest,48ae1ca60a6113b17766700e266bf3627eebba3b3fe1438b13a379d79c3b4eb2
e02_query_b_delete_transpose,e02,fit,query,delete_transpose,41047b796a14671a5723ef08aa28c0a131c91f210e3d340c7537efe18cf0c1bf
e02_query_b_delete_timing,e02,fit,query,delete_timing,c68583d88f830ca5ce0aa132aa6b1bd4bdc559c42dd4ea0ec8031c0e12bec298
e02_query_b_delete_detune,e02,fit,query,delete_detune,d542ce41499fd0b48d9f82f48afb81c74defcce80f81478d8f11f16c74a1e902
e03_reference_a,e03,fit,reference,base,f140b5e83e8afcac9091baeea96cbf7a6b71acbe913373a22ba0b7bae3242185
e03_reference_b,e03,fit,reference,base,81f5b8a1804417e2956bf52cb636ef0d74220e3ea21f6dd5f652417311e867da
e03_distractor_0,e03,fit,distractor,base,40bb9f5bb33641777bacc5bebfa2ea861d246ab6b6b6fb34f4eec847a03d6aa2
e03_distractor_1,e03,fit,distractor,base,9dd608d97cafb18e6419def6de762efd6aa2314c42588b3c98907526c2003e3b
e03_distractor_2,e03,fit,distractor,base,fac301d52f8c94be23633ae14277ab97e7ef6f4a451231994acd5cba4506b111
e03_distractor_3,e03,fit,distractor,base,564bd462b1fd0a19b0ded14486b22e5b3fe7d4b1398b3a568539a06ca954f397
e03_distractor_4,e03,fit,distractor,base,19c6eb06d702ee98927f693af4bd498d6438d8f4a2bd6cdf507fedf728842580
e03_distractor_5,e03,fit,distractor,base,c65e4b7201ee9d42e9a34298b2b4826eaee00c0406f62c6a33fb19cab9e1598a
e03_distractor_6,e03,fit,distractor,base,f210dcef732346f06b1b20f50dcca037ff571ff49195e54aea7830ec0766c46a
e03_distractor_7,e03,fit,distractor,base,e4faec45e2ac54b07ff6d84b815e892b4170da0852627c4fcde4ac0fda7c15ba
e03_twin_a,e03,fit,twin,base,b256c7f7ab0e5b2a535b7b9ddbd405c1b369da3c3c1c0628fae3387fc2ec4d3c
e03_query_a_exact,e03,fit,query,exact,f140b5e83e8afcac9091baeea96cbf7a6b71acbe913373a22ba0b7bae3242185
e03_query_a_transpose,e03,fit,query,transpose,a48262f110d8885daa22da00d7a7b2b7b2b9ff90ed29842fee0df28b8062749c
e03_query_a_detune,e03,fit,query,detune,a0cde8b998b849b77384340c9d2e155e37546a7ec016d3029380de922c597f11
e03_query_a_timing,e03,fit,query,timing,6108173e161cf9879def49ca3174bae23616cf4325594e1d728f92bc53ca539e
e03_query_a_delete_rest,e03,fit,query,delete_rest,7c291a74138ade59037c9cd29e164dd5a00eb7295e8abb8e27f548e4a9ce4dba
e03_query_a_delete_closed,e03,fit,query,delete_closed,635f58f43d16001fbcef0a388493e0f3db22f627495013dcd42c989b2faa10f3
e03_query_a_delete_two,e03,fit,query,delete_two,9502cbd08b3b66d1bc52155147a2afb7d420d79cb9466cdbf8105dc2e1cc3c23
e03_query_a_substitute,e03,fit,query,substitute,6b66ba2ba4b9846efae873f367cb4254546d5e75334e93a2d31786adf8113ce9
e03_query_a_insert,e03,fit,query,insert,e1fe9cdbcf2923d16f94d8138eac31c48fcf0be4b6dba1596ecbbbeff0ed9e14
e03_query_a_delete_insert,e03,fit,query,delete_insert,49c094a9c405ab360a3c0eade37e03b1890e3c95bb5bf00cc5b1e27393780d1a
e03_query_a_weak_present,e03,fit,query,weak_present,c210d8e36239fb218323653ae0e0e596e402af03e781894f84a7452634998488
e03_query_a_mask_present,e03,fit,query,mask_present,ec3d3fe6518478e179095b50c3edf2c6cfc55c8bb633039214fe45c77bde5835
e03_query_a_mask_absent,e03,fit,query,mask_absent,a5b5040aae688e5eef9df4f68b17042c4bb42bdd5eba4fc9dd719dc9c8659634
e03_query_a_merged,e03,fit,query,merged,af50a1f69d1bc5599b08f69d453e9e0d4ddb02e67cb0070e82e8b6f26994d510
e03_query_a_legitimate_rest,e03,fit,query,legitimate_rest,0b333258deb861b52dbc9d3b5d580b502247d80e573727e915ec82112fde01e6
e03_query_a_delete_transpose,e03,fit,query,delete_transpose,f5d86220e3376da650c4539456ae842d3be9f3daaa874f60a57d84f2197e73f6
e03_query_a_delete_timing,e03,fit,query,delete_timing,6360f2061afd23fc543b6d2dd2487203bb3db72708774a498a2ef5b1e48050c6
e03_query_a_delete_detune,e03,fit,query,delete_detune,1aea662267d4bd4bb5de112f2efef1149405b347fa269db4bba4b850b62a41c8
e03_query_b_exact,e03,fit,query,exact,81f5b8a1804417e2956bf52cb636ef0d74220e3ea21f6dd5f652417311e867da
e03_query_b_transpose,e03,fit,query,transpose,e19d1843fa3d19e10bb599b226f6c3f64cabd8f3f5d0db8945f254d2dc1f4a6e
e03_query_b_detune,e03,fit,query,detune,6ecff9c6775a83d51620ac1cdcd7e24358d347a2d3b78bb4f0915a620b17de08
e03_query_b_timing,e03,fit,query,timing,5da821a11d3e8ed7495fa94ca09144b603837537fe32deb9ad00cf7e1668432e
e03_query_b_delete_rest,e03,fit,query,delete_rest,d62700e3cbfa08e90d8d288187e91ff9caa682253e06a97ef48afb8c89180dd3
e03_query_b_delete_closed,e03,fit,query,delete_closed,e22626e0396995d679bdd24f09df297a846d2ecf22580e8b5f49606ff7c73d7c
e03_query_b_delete_two,e03,fit,query,delete_two,ac33e14910c40b966e9a19d7cfae8e13a4350e362b6bf22c6ef48c8e616ef718
e03_query_b_substitute,e03,fit,query,substitute,15ad14bc85ed41ba1a3a0d29e52dea1faf143ce9b4060157a5adf2350756760b
e03_query_b_insert,e03,fit,query,insert,857dfdd2f5dbd5679a38b3ab6024fa0cbaada324b2336dfad7eaaa83a97855ae
e03_query_b_delete_insert,e03,fit,query,delete_insert,98cf6e2705f179a9daa3f5013273753de85b24048639c5ab985e176b53492c76
e03_query_b_weak_present,e03,fit,query,weak_present,fa7a97911b58ddb219d2acf3dd1db68f5d695063fabe819311dc3c131f6fc28d
e03_query_b_mask_present,e03,fit,query,mask_present,6854af6c5743d6d3eae64a336c55e782941f3f313134fd47050ae9237b68dca1
e03_query_b_mask_absent,e03,fit,query,mask_absent,6cf9078d7e2b5aad326a558f67c4e047c1610185c0715e120f4b6afccad3f795
e03_query_b_merged,e03,fit,query,merged,9e37b9b57fced848c6a2d147f8b6c89230f772f66b4cbdb324fb15f21b73ce59
e03_query_b_legitimate_rest,e03,fit,query,legitimate_rest,0acaf5c17be4123f3106f1ec0398a4cacb6fedd5994ae660556aa8ee32abf1dd
e03_query_b_delete_transpose,e03,fit,query,delete_transpose,508b11c15a5f5d2fe2193ec176a818620cca91899e6fddd683bd97334bb7bd1e
e03_query_b_delete_timing,e03,fit,query,delete_timing,a0f16ef51877795d15b7e29de29f67e3094c186c2220a2ba5c6192af8e142679
e03_query_b_delete_detune,e03,fit,query,delete_detune,6c89e42781f5e10801736c0a75281f23b436f587fee9a323449cc070bc7e386d
e04_reference_a,e04,calibration,reference,base,4b7cd9ed31379ded4e075f78952af13c2fd7ad4f93d8ae47a0fe087eacb1748e
e04_reference_b,e04,calibration,reference,base,749d961d6a1a412d9490d666c2e2a86649639bd96f1f281a7aa518a113966d85
e04_distractor_0,e04,calibration,distractor,base,f64a61964590679899e75505dfc0488043beccced50bf57907ff3781d4475a99
e04_distractor_1,e04,calibration,distractor,base,2d877300087380189bb234dd8868850c4777e794a5aef904d036170599f20d9f
e04_distractor_2,e04,calibration,distractor,base,9178dad27b858086b2d6d35c5e0a22448723de6c9d7afc43eed684f4b63816c4
e04_distractor_3,e04,calibration,distractor,base,209e4f7b944d4d6de1c0f2622a399ec67be8700e9913afe5f0c67886eb004ed2
e04_distractor_4,e04,calibration,distractor,base,053c17a3afbaa6f9ac4a753c3e942a29dccd710a228f80488cd9eb65970de326
e04_distractor_5,e04,calibration,distractor,base,aefb24023deda252c9248cda1fb2e172ad2ba42c0b0fb89d5f35e31dd17a5fb9
e04_distractor_6,e04,calibration,distractor,base,232bcaf2d73044e9f4cead7541269cbeb6e2510caa775cb01ea74866f3d40066
e04_distractor_7,e04,calibration,distractor,base,c0abc802c61fbb1c3128c6842530c14824f194a5a0404465ea4e1563c46bbfa5
e04_twin_a,e04,calibration,twin,base,45a1338b0f01e29417c7f8a10ed66d30690b9a5b2bad535da94cef286c55e3c4
e04_query_a_exact,e04,calibration,query,exact,4b7cd9ed31379ded4e075f78952af13c2fd7ad4f93d8ae47a0fe087eacb1748e
e04_query_a_transpose,e04,calibration,query,transpose,defb36e790aa34ff5b6f9c2e0cf071335c053e9133fb366c9f36afb4280c77e5
e04_query_a_detune,e04,calibration,query,detune,87d4540e310fd6b42818a1ce385883dea796d0bdabc83cf604282ddd0edce969
e04_query_a_timing,e04,calibration,query,timing,bb19755b5d29112ba44f0ec55d81aff527089060b336aaa6ab0caa409cf9ce7a
e04_query_a_delete_rest,e04,calibration,query,delete_rest,204fc3f64676e471f839e170d8c3be6fcf1b1a22489ae793b50d58ef5b0afcaa
e04_query_a_delete_closed,e04,calibration,query,delete_closed,228f1f295b4cd77b468f630354d9a2da8b591693873847ad721430c84f257237
e04_query_a_delete_two,e04,calibration,query,delete_two,94e95e9d46d4e435e2723e86b351501de0348e55524c3105b9dc71a9dfc55abe
e04_query_a_substitute,e04,calibration,query,substitute,a75d74495f6e98322d82d9de38eb274e06b0a532bf519424791812ce9225d12d
e04_query_a_insert,e04,calibration,query,insert,5198d5c302c94f107162e9d36929b5592f621c32439d533d46fdd7986cd05614
e04_query_a_delete_insert,e04,calibration,query,delete_insert,daa88f0aa47857f31b5ac9db1f0d6df829370ceba111bee6280e7d155d75b822
